Name,ParentOrg,OrgID,Address
Library,Central Regional TAFE,6214,175 Fitzgerald Street GERALDTON WA 6530 AUSTRALIA
Library,Craigie Heights Primary School,9117,Spinaway Street CRAIGIE WA 6025 AUSTRALIA
Library,Department of Primary Industries and Regional Development,8015,3 Baron-Hay Court SOUTH PERTH WA 6151 AUSTRALIA
Library,Greenmount Primary School,5964,50-68 Innamincka Road GREENMOUNT WA 6056 AUSTRALIA
Library,Kensington Secondary School,9078,31 George Street Kensington PERTH WA 6151 AUSTRALIA
Library,PathWest Laboratory Medicine WA,1328,QEII Medical Center Hospital Avenue NEDLANDS WA 6009 AUSTRALIA
Library,Verve Energy,327038,"Australia Place, Level 11 15-17 William Street PERTH WA 6000 AUSTRALIA"
Library,Western Australian Trout & Freshwater Angling Association Inc,8137,PO Box 1050 BOORAGOON WA 6154 AUSTRALIA
Library & Archives NT,,8961,Parliament House State Square DARWIN NT 0800 AUSTRALIA
Library & Information Centre,National Capital Authority,9510,NCA Library 2A Mugga Way RED HILL ACT 2603 AUSTRALIA
Library & Information Centre,GlaxoSmithKline,5826,1061 Mountain Highway BORONIA VIC 3155 AUSTRALIA
Library & Information Service,Dementia Australia NSW,6929,1 Norton Street Macquarie Hospital Campus NORTH RYDE NSW 2113 AUSTRALIA
Library & Information Service,BP Australia Ltd,7367,Melbourne Central Tower 360 Elizabeth St MELBOURNE VIC 3000 AUSTRALIA
Library & Information Service,Chamber of Commerce and Industry of Western Australia,6415,180 Hay St East EAST PERTH WA 6004 AUSTRALIA
Library & Information Service,WA Department of Education,70761,151 Royal Street EAST PERTH WA 6004 AUSTRALIA
Library & Information Services,Australian Music Centre,3614,c/o APRA Building 16 Mountain Street ULTIMO NSW 2007 AUSTRALIA
Library & Information Services,Australian Taxation Office,4414,"Australian Taxation Office Ground Floor, 12 - 22 Woniora Road Hurstville NSW 2220 AUSTRALIA"
Library & Information Services,NSW Police Force,8019,NSW Police Academy McDermott Drive GOULBURN NSW 2580 AUSTRALIA
Library & Information Services (South Australia),Federal Court of Australia,7886,"L5, 3 Angas Street ADELAIDE SA 5000 AUSTRALIA"
Library & Information Services (Australian Capital Territory),Federal Court of Australia,6422,Childers Street CANBERRA CITY ACT 2601 AUSTRALIA
Library & Information Services (New South Wales - Family Law),Federal Court of Australia,9089,97-99 Goulburn Street SYDNEY NSW 2000 AUSTRALIA
Library & Information Services (New South Wales),Federal Court of Australia,6427,"Level L20, Law Courts Building Queens Square SYDNEY NSW 2000 AUSTRALIA"
Library & Information Services (Queensland),Federal Court of Australia,6423,Commonwealth Law Courts Building 119 North Quay BRISBANE QLD 4000 AUSTRALIA
Library & Information Services (Tasmania),Federal Court of Australia,162119,"Commonwealth Law Courts Builidng Ground Floor, 39-41 Davey Street Hobart TAS 7000 AUSTRALIA"
Library & Information Services (Victoria),Federal Court of Australia,6426,305 William Street MELBOURNE VIC 3000 AUSTRALIA
Library & Information Services (Western Australia),Federal Court of Australia,6428,"Level 6, Commonwealth Law Courts 1 Victoria Avenue PERTH WA 6000 AUSTRALIA"
"Library & Information Services, Parramatta",Federal Court of Australia,337997,1-3 George Street PARRAMATTA NSW 2150 AUSTRALIA
Library & Information Studies,TAFE NSW,7096,"Block L, Mt Druitt College of TAFE Corner of Mount Street & North Parade MOUNT DRUITT NSW 2770 AUSTRALIA"
"Library & Research, Sydney",Australian Securities and Investments Commission,5227,Level 5 100 Market St SYDNEY NSW 2000 AUSTRALIA
"Library & Research, Sydney",Australian Securities and Investments Commission,5227,Level 5 100 Market St SYDNEY NSW 2000 AUSTRALIA
Library & Resource Centre,AstraZeneca Pty Ltd,7926,Alma Road NORTH RYDE NSW 2113 AUSTRALIA
Library & Resource Centre,Tabor College NSW,4610,10 Kiama Street MIRANDA NSW 2228 AUSTRALIA
Library (Australian Customs Collection),Department of Home Affairs,4274,"Library - Department of Immigration and Border Protection Ground South, 6 Chan Street BELCONNEN ACT 2617 AUSTRALIA"
Library (CLOSED),Office of Economic and Statistical Research (Queensland Treasury),8571,8TH FLOOR 33 CHARLOTTE STREET BRISBANE QLD 4000 AUSTRALIA
Library (North Brisbane),Australian Trade College,190857,294 Scarborough Rd Scarborough QLD 4020 AUSTRALIA
Library AV & Large Print Pty Limited,,340017,"Suite 1, 70 Lovell Road EASTWOOD NSW 2122 AUSTRALIA"
Library Administration,Geelong Regional Library Corporation,8759,51 Little Malop Street GEELONG VIC 3220 AUSTRALIA
Library Depot,Western Sydney University,325317,Bourke Street RICHMOND NSW 2753 AUSTRALIA
Library Information Resources,Korowa Anglican Girls' School,9264,Ranfurlie Crescent GLEN IRIS VIC 3146 AUSTRALIA
Library Museum,St John Ambulance Australia (Victoria),1863,98 York Street SOUTH MELBOURNE VIC 3205 AUSTRALIA
Library Open Repository,University of Tasmania,16402,University of Tasmania Churchill Avenue Sandy Bay TAS 7005 AUSTRALIA
Library Resource & Information Services Centre,Caroline Chisholm High School,8069,Hambrige Crescent CANBERRA ACT 2601 AUSTRALIA
Library Resource Centre,Campbell High School,10826,Treloar Crescent CAMPBELL ACT 2612 AUSTRALIA
Library Resource Centre,Fadden Primary School,5596,Hanlon Crescent FADDEN ACT 2904 AUSTRALIA
Library Resource Centre,Florey Primary School,7839,Ratcliffe Crescent FLOREY ACT 2615 AUSTRALIA
Library Resource Centre,St Joseph's Primary School,10831,Macarthur Avenue O'CONNOR ACT 2602 AUSTRALIA
Library Resource Centre,Taylor Primary School,6653,Marconi Crescent KAMBAH ACT 2902 AUSTRALIA
Library Resource Centre,Katherine High School,5923,Grevillea Road KATHERINE NT 0850 AUSTRALIA
Library Resource Centre,Boronia Heights State School,245778,194 Middle Road Boronia Heights QLD 4124 AUSTRALIA
Library Resource Centre,Gympie State High School,5636,Everson Road GYMPIE QLD 4570 AUSTRALIA
Library Resource Centre,Indooroopilly State High School,10797,Ward Street INDOOROOPILLY QLD 4068 AUSTRALIA
Library Resource Centre,Arthritis Foundation of South Australia,2345,"Arthritis Foundation South Australia Unit 1, 202 Glen Osmond Road Fullarton SA 5063 AUSTRALIA"
Library Resource Centre,Diabetes Australia (South Australia),2489,159 Sir Donald Bradman Drive HILTON SA 5033 AUSTRALIA
Library Resource Centre,Glenelg School,10795,Diagonal Road GLENELG EAST SA 5045 AUSTRALIA
Library Resource Centre,Doveton Secondary College,5438,64 Box Street DOVETON VIC 3177 AUSTRALIA
Library Resource Centre,Lilydale Adventist Academy,9669,EDINBURGH RD LILYDALE VIC 3140 AUSTRALIA
Library Resource Centre,Adam Road Primary School,9008,ADAM ROAD BUNBURY WA 6230 AUSTRALIA
Library Resource Centre,Balga Senior High School,9014,Markham Way BALGA WA 6061 AUSTRALIA
Library Resource Centre,Beaconsfield Primary School,9020,Hale Road BEACONSFIELD WA 6162 AUSTRALIA
Library Resource Centre,Churchland's Senior High School,5228,Lucca Street CHURCHLANDS WA 6018 AUSTRALIA
Library Resource Centre,Mirrabooka Senior High School,5916,Nollamara Avenue DIANELLA WEST WA 6059 AUSTRALIA
Library Resource Centre,Richmond Primary School,9162,Windsor Road FREMANTLE WA 6160 AUSTRALIA
Library Resource Centre,South Newman Primary School,9174,Gregory Avenue NEWMAN WA 6753 AUSTRALIA
Library Service,State Insurance Regulatory Authority (SIRA),2085,92-100 DONNISON STREET GOSFORD NSW 2250 AUSTRALIA
Library Services,Dept. of Social Services,9518,DSS Library - Document Delivery 71 Athllon Drive GREENWAY ACT 2900 AUSTRALIA
Library Services,Dementia Australia NT,6222,"Suite 3, 18 Bauhinia Street NIGHTCLIFF NT 0810 AUSTRALIA"
Library Services,QLD Department of Education & Training,9733,"Ground Floor, Coorparoo Education Precinct 347 Old Cleveland Road COORPAROO QLD 4151 AUSTRALIA"
Library Services,CSIRO,4754,Gate 4 Normanby Road CLAYTON VIC 3168 AUSTRALIA
Library and Information Centre,Santa Maria College,6106,Moreing Road ATTADALE WA 6156 AUSTRALIA
Library and Information Resource Centre,Ainslie Primary School,8927,Donaldson Street BRADDON ACT 2612 AUSTRALIA
Library and Information Resource centre,St Luke's Grammar School,4524,210 Headland Raod DEE WHY NSW 2099 AUSTRALIA
Library and Information Resources,National Measurement Institute,7863,36 Bradfield Road WEST LINDFIELD NSW 2070 AUSTRALIA
Library and Information Service,Australian Gas Light Company,3873,111 Pacific Hwy NORTH SYDNEY NSW 2060 AUSTRALIA
Library and Information Service,Mount Gambier and Districts Health Service Inc.,5067,Lake Terrace West MOUNT GAMBIER SA 5290 AUSTRALIA
Library and Information Service,St John of God Hospital Murdoch,3485,100 Murdoch Drive MURDOCH WA 6150 AUSTRALIA
Library and Information Service,Western Australian Tourism Commission,5721,Level 9 2 Mill St PERTH WA 6000 AUSTRALIA
Library and Information Services,SA Attorney-General's Department,24376,Level 10 45 Pirie St ADELAIDE SA 5000 AUSTRALIA
Library and Information Services,Presbyterian Ladies' College - Melbourne,9155,141 Burwood Highway BURWOOD VIC 3125 AUSTRALIA
Library and Information Services,Sir Charles Gairdner Osborne Park Health Care Group,9244,Hospital Avenue NEDLANDS WA 6009 AUSTRALIA
Library and Media Centre,Scotch College - Victoria,5086,Morrison Street HAWTHORN VIC 3122 AUSTRALIA
Library and Research,Western Power,5723,363 Wellington Street PERTH WA 6000 AUSTRALIA
Library and Research Room,Canberra Bicycle Museum,63822,3 Rosevear Place DICKSON ACT 2602 AUSTRALIA
Library and Research Room,"Cornish Association of Victoria, Inc.",5382,Hughesdale Uniting Church Corner of Kangaroo Road & Skipton Road HUGHESDALE VIC 3166 AUSTRALIA
Library and Research Services,Department of the Premier and Cabinet (WA),7980,"6th Floor, Dumas House 2 Havelock Street WEST PERTH WA 6005 AUSTRALIA"
Library and Resource Centre,Hendra Secondary College,5630,33 Widdop Street CLAYFIELD QLD 4011 AUSTRALIA
Library and Resource Centre,Townsville Grammar School,6246,45 Paxton Street TOWNSVILLE QLD 4810 AUSTRALIA
Library and Resource Information Centre,Fire Rescue Victoria,4803,450 Burnley Street Richmond VIC 3121 AUSTRALIA
Library and Resources Centre,Rockhampton Girls' Grammar School,10930,Corner of Denham & Agrnes Streets ROCKHAMPTON QLD 4700 AUSTRALIA
Library at the Dock,City of Melbourne Libraries,336058,107 Victoria Harbour Promenade Docklands VIC 3008 AUSTRALIA
Library of Historic Photographs of Australia & New Zealand,Yesterday's Images,4933,"Contact via post, phone or fax please. WAVERLEY NSW 2024 AUSTRALIA"
Library of the Australian Institute of Archaeology,Australian Institute of Archaeology,5658,The Australia Institute of Archaeology La Trobe University Bundoora VIC 3086 AUSTRALIA
Library of the Commonwealth Ombudsman,Commonwealth Ombudsman,6908,"Ground Floor, 1 Farrell Place CANBERRA ACT 2601 AUSTRALIA"
"Library of the Office of the Regulator-General, Victoria","Office of the Regulator-General, Victoria",8697,"lst Floor, 35 Spring Street MELBOURNE VIC 3000 AUSTRALIA"
"Library, Archives and Information Centre",Estonian Archives in Australia,4003,Estonian House 141 Campbell Street SURRY HILLS NSW 2010 AUSTRALIA
"Library, Information and Resource Centre",Young Media Australia,4746,39 Partridge Street GLENELG SA 5045 AUSTRALIA
Library.Army,,343882,"Library.Army, Silver City Hwy MGRS 54JXQ6863381815 UTM Zone 54J, Easting 568633, Northing 6708181 Milparinka NSW 2880 AUSTRALIA"
Library/Clearinghouse,VICSERV,2267,"Level 2, 22 Horne Street ELSTERNWICK VIC 3185 AUSTRALIA"
Library/Music Resource Centre,Yuna Primary School,9665,Yuna Primary School YUNA WA 6532 AUSTRALIA
Library@CSNSW,Corrective Services NSW,6733,Cnr of Terry & Marsden Roads EASTWOOD NSW 2122 AUSTRALIA
Library@HPW,Queensland Department of Housing and Public Works,6619,"Mineral House, 41 George Street, Level 14 BRISBANE QLD 4000 AUSTRALIA"
Lidcombe College of TAFE Library,TAFE NSW,3874,East Street LIDCOMBE NSW 2141 AUSTRALIA
Lidcombe Library,Auburn Library,5396,Bridge Street LIDCOMBE NSW 2141 AUSTRALIA
Ligertwood Library,Scotch College - Adelaide,4563,Carruth Road TORRENS PARK SA 5062 AUSTRALIA
Light Horse Museum Library,5th Light Horse Museum Gympie,11875,Gympie and District Historical Society Lake Alford GYMPIE QLD 4570 AUSTRALIA
Lightning Ridge Library,Big Sky Libraries,6455,Pandora Street LIGHTNING RIDGE NSW 2834 AUSTRALIA
Liguori Reading Centre,Liguori Reading Centre,9462,12 May Street (Rear of 266 Roma St) near Biala BRISBANE QLD 4000 AUSTRALIA
Lillydale District School Library,Lilydale District School,8458,Main Road LILYDALE TAS 7268 AUSTRALIA
Lilydale Library,Your Library Limited,6826,Anderson Street LILYDALE VIC 3140 AUSTRALIA
Lincoln College Library,Lincoln College,2254,45 Brougham Pl NORTH ADELAIDE SA 5006 AUSTRALIA
Lincoln Institute of Higher Education,,343621,"Level 2, 191 Thomas Street HYAMARKET NSW 2000 AUSTRALIA"
Lindfield Library,Ku-ring-gai Library,7502,265 Pacific Highway LINDFIELD NSW 2070 AUSTRALIA
Lindfield Public School Library,Lindfield Public School,7908,Corner of the Pacific Hightway & Grosvenor Road LINDFIELD NSW 2070 AUSTRALIA
Linnean Society of New South Wales,,339898,PO Box 82 KINGSFORD NSW 2032 AUSTRALIA
Linton and District Historical Society Inc,,13871,69 Sussex St Linton VIC 3360 AUSTRALIA
Lionel Bowen Library,Randwick City Library,4311,669-673 Anzac Parade MAROUBRA NSW 2035 AUSTRALIA
Lionel Lindsay Gallery and Library,Toowoomba Regional Art Gallery,36,TOOWOOMBA REGIONAL ART GALLERY 531 RUTHVEN STREET TOOWOOMBA QLD 4350 AUSTRALIA
Lipman Karas Library,Lipman Karas,333097,"Level 23, 25 Grenfell Street ADELAIDE SA 5000 AUSTRALIA"
Lisarow High School Library,Lisarow High School,10756,2 The Ridgeway LISAROW NSW 2250 AUSTRALIA
Lismore Base Hospital Library,Northern NSW Local Health District,7059,LIBRARY Lismore Base Hospital (NNSWLHD) Uralba Street LISMORE NSW 2480 AUSTRALIA
Lismore Campus Library,TAFE NSW,9483,CONWAY STREET LISMORE NSW 2480 AUSTRALIA
Lismore High School Library,Lismore High School,6262,Dalley Street LISMORE NSW 2480 AUSTRALIA
Lismore Library,Richmond-Tweed Regional Library,5177,110 Magellan Street LISMORE NSW 2480 AUSTRALIA
Lismore Regional Art Gallery Library,Lismore Regional Art Gallery,9213,131 Molesworth Street LISMORE NSW 2480 AUSTRALIA
Literacy and Numeracy,University Library,329400,Electronic Resource N/A NSW N/A AUSTRALIA
Lithgow & District Family History Society Resource Centre,Lithgow and District Family History Society Inc.,8787,Ewen Smith Memorial Hall Corner of Tank & Donald Streets LITHGOW NSW 2790 AUSTRALIA
Lithgow Campus Library,TAFE NSW,3229,2 Hill Street LITHGOW NSW 2790 AUSTRALIA
Lithgow Library Learning Centre,,8788,157 MAIN STREET LITHGOW NSW 2790 AUSTRALIA
Lithuanian Community Lending Library,Melbourne Lithuanian Community,11451,44-46 Errol Street NORTH MELBOURNE VIC 3051 AUSTRALIA
Lithuanian Community Library,Melbourne Lithuanian Community,8456,44-50 Errol Street NORTH MELBOURNE VIC 3051 AUSTRALIA
Little Forest Family History Library,Little Forest Family History Research Group,11397,'Kington' 192 Little Forest Road MILTON NSW 2538 AUSTRALIA
Liverpool Campus Library,Western Sydney University,339977,100 Macquarie Street LIVERPOOL NSW 2170 AUSTRALIA
Liverpool City Library,Liverpool City Library,297,Liverpool City Library 50 Scott Street LIVERPOOL NSW 2170 AUSTRALIA
Liverpool College Library,TAFE NSW,6190,Building A College Street LIVERPOOL NSW 2170 AUSTRALIA
Liverpool Migrant Resource Centre Library,Liverpool Migrant Resource Centre,2753,Ground Floor 108 Moore St LIVERPOOL NSW 1871 AUSTRALIA
Living Waters Lutheran College Library,Living Waters Lutheran College,232040,Living Waters Lutheran College 176 Currie St. Warnbro WA 6169 AUSTRALIA
Livingston SDA Church Library,,335737,291 Nicholson Road Canning Vale WA 6155 AUSTRALIA
Local Government and Shires Associations of NSW,Local Government Association of NSW Shires Association of NSW,3984,"L8, 28 Margaret Street SYDNEY NSW 2000 AUSTRALIA"
Local History Archives,City of Karratha,342689,27 Welcome Road KARRATHA WA 6714 AUSTRALIA
Local History Archives & Goldfields War Museum,,342688,577 Hannan Street KALGOORLIE WA 6430 AUSTRALIA
Local History Centre,Woollahra Library and Information Service,7309,Sherbrooke Avenue DOUBLE BAY NSW 2028 AUSTRALIA
Local History Collection,City of Greater Geraldton Regional Library,342695,37 Marine Terrace GERALDTON WA 6530 AUSTRALIA
Local Studies Library,City of Gold Coast Libraries,8745,Cnr Lawson & Garden Sts SOUTHPORT QLD 4215 AUSTRALIA
Lock School Community Library,Elliston Libraries,7517,Lock Area School West Terrace LOCK SA 5633 AUSTRALIA
Lockridge Senior High School Library,Lockridge Senior High School,912,386 Benara Road KIARA WA 6054 AUSTRALIA
Loddon Mallee Rural Health Alliance,,332057,136 Queen Street BENDIGO VIC 3550 AUSTRALIA
Loftus Public School Library,Loftus Public School,7833,10th Avenue LOFTUS NSW 2232 AUSTRALIA
Logan Central Library,Logan City Council Libraries,4304,150 Wembley Road LOGAN CENTRAL QLD 4114 AUSTRALIA
Logan City Council Libraries,,8774,26 Wilbur Street Logan Central QLD 4114 AUSTRALIA
Logan Hospital Library,,1794,Cnr Armstrong & Loganlea Rds MEADOWBROOK QLD 4131 AUSTRALIA
Logan Hyperdome Library,Logan City Council Libraries,5962,66 - 70 Mandew Street SHAILER PARK QLD 4128 AUSTRALIA
Logan North Library,Logan City Council Libraries,5963,Cnr Sports Drive and Springwood Road UNDERWOOD QLD 4119 AUSTRALIA
Logan Village Library,Logan City Council Libraries,9674,42 Wharf Street LOGAN VILLAGE QLD 4207 AUSTRALIA
Logan West Library,Logan City Council Libraries,5972,69 Grand Plaza Drive BROWNS PLAINS QLD 4118 AUSTRALIA
Logan Women's Health Centre Library,Logan Women's Health Centre Inc,9680,1 Mary Street KINGSTON QLD 4114 AUSTRALIA
Lohe Memorial Library,Australian Lutheran College,1680,200 Ward St NORTH ADELAIDE SA 5006 AUSTRALIA
Long Library,"Trinity Grammar School, Kew",4854,60 Wellington Street KEW VIC 3101 AUSTRALIA
Longreach Campus Library,Australian Agricultural College Corporation,326677,Landsborough Highway Longreach QLD 4730 AUSTRALIA
Longreach Shire Library,Longreach Shire Council,4220,96A Eagle Street LONGREACH QLD 4730 AUSTRALIA
Lookout/CCG Ministries Library,Concerned Christians Growth Ministries,8048,50 Carcoola Street NOLLAMARA WA 6061 AUSTRALIA
Loreto Kirribilli,,13901,85 Carabella Street KIRRIBILLI NSW 2061 AUSTRALIA
"Loreto College, Ballarat Library","Loreto College, Ballarat",5394,1600 Sturt Street BALLARAT VIC 3350 AUSTRALIA
"Loreto College, Coorparoo Library","Loreto College, Coorparoo",4567,415 Cavendish Road COORPAROO QLD 4151 AUSTRALIA
Loreto Normanhurst,,13899,Pennant Hills Rd NORMANHURST NSW 2076 AUSTRALIA
Loreto Province Archives,"Loreto College, Ballarat",342900,1600 Sturt Street BALLARAT VIC 3350 AUSTRALIA
Lorne Historical Society,,335981,Fig Tree House Mountjoy Parade Lorne VIC AUSTRALIA
Louise Hansen-Dyer Music Library,The University of Melbourne Library,6176,"3rd Floor, Baillieu Library University of Melbourne VIC 3010 AUSTRALIA"
